comentario,fecha_publicacion,num_likes,sentimiento,idioma_original
apple music sugerencia creer remix semanalmente avez escuchar,2024-08-24,3.0,0,es
spotify facil interfaz apple music mmmnee,2024-08-23,3.0,1,es
algoritmo spotify apple music,2024-08-23,3.0,1,es
apple music dejar crear sala escuchar musico alguien mostrar traduccion letra cancion mostrar letra cancion app windows mostrar canva videoclip,2024-08-25,3.0,1,es
apple music cumbia perrona,2024-08-22,3.0,0,es
cancion spotify apple music paso iphonir compartir musico crear lista amigo android,2024-08-24,3.0,0,es
apple music musico aleatorio mete rola,2024-08-23,3.0,0,es
apple music general principal album artista fan escuchar cancion exitoso banda,2024-08-23,3.0,1,es
apple music cancion,2024-08-22,3.0,0,es
plata hermano,2024-11-12,1.0,0,es
nah algoritmo apple music,2024-10-21,1.0,0,es
pagar ex spotify,2024-08-26,4.0,1,es
armar playlist spotify mil facil buscador playlist servir musico empezar instantaneamente catalogo music concepto complejo,2024-08-26,4.0,2,es
pagar spotify familiar demas samsung quitar el 4 diferencia sonido realmente crear lista flojerir,2024-08-25,4.0,0,es
music cancion spotify muchisima variedad playlist,2024-08-24,4.0,0,es
facil spotify dispositivo plan familiar dema necesitar iphonir plan,2024-08-24,4.0,1,es
ok confesar version gratis spotify,2024-08-24,4.0,1,es
pasar unico iphone familia pagar spotify quejar,2024-08-22,4.0,2,es
familia plan familiar spotify,2024-08-22,4.0,1,es
apple top 100 ano,2024-08-23,4.0,1,es
apple music borrar playlit pagar determinado tiempo spotify,2024-10-15,1.0,0,es
pagar spotify apple music,2024-08-27,2.0,2,es
hueva playlist deberia funcion mudar playlist jajajajaja,2024-08-27,4.0,0,es
recomendacion apple music gusto playlist podcast,2024-08-26,2.0,0,es
spotify wrapped ano,2024-11-08,1.0,1,es
apple music dejar letra rola,2024-08-25,2.0,0,es
limitado catalogo cancion applemusic,2024-08-25,2.0,0,es
salir discord,2024-08-25,4.0,1,es
apple music musico spotify,2024-08-25,2.0,0,es
facil instalo tidal dejar pagar spotify,2022-11-12,9.0,1,es
gracias tidal,2022-12-27,0.0,1,es
poder apple music,2022-11-12,0.0,1,es
quieres spotify alto calidad 1l dar baja 2l contrata tidal viv feliz,2024-10-02,0.0,2,es
alto calidad ecualizador broma,2022-11-13,1.0,1,es
querer calidad sonido recomeir,2022-11-13,6.0,1,es
descargatir tidal,2022-12-27,0.0,1,es
xq iphon bateria,2022-11-12,0.0,0,es
probe escuchar apple music,2022-12-28,1.0,1,es
crossfade calidad audio,2022-11-12,7.0,1,es
ecualizador venir ios android,2022-11-12,1.0,1,es
apple music atmo lossless oir brutal,2022-11-13,5.0,2,es
desactivir ecualizador nativo usen power amp,2022-11-12,1.0,1,es
qobuz tidal,2022-11-13,0.0,1,es
tener spotify cambiar apple music note calidad gustar ambos,2022-11-13,0.0,2,es
spotify premium calidad maximo reproducir 320kbps,2022-11-13,2.0,1,es
cambiar tidal listo,2022-11-13,2.0,1,es
spotify alto calidad cuadrar,2022-12-27,0.0,0,es
agen caso tidal mqa deezer flac amazon music spotify depender equipo,2022-11-12,11.0,1,es
escuchar calidad 432 hz,2022-11-12,2.0,1,es
mega abrir cerrar ojo,2022-11-12,0.0,0,es
guardar cambio ecualizador ver mueir numero explicar yo deber,2022-11-13,1.0,0,es
faltar volver descargar musico,2022-12-27,0.0,1,es
jajajajar unico ayuda ecualizador poner el alto calidad faltar premium,2022-11-12,1.0,1,es
querer calidad musico apple music tidal,2022-12-27,0.0,1,es
power amp descargar 320 deezer,2022-11-13,0.0,1,es
ayudamir spotify tema descargado escucharlo deber internet wifi fa,2022-11-13,0.0,0,es
faltar aifon,2022-11-13,0.0,1,es
volumen xd,2022-11-17,0.0,0,es
spotify hq disponible apple music amazon tidal etc,2022-11-12,1.0,1,es
bro escucho soundcloud,2024-02-12,0.0,1,es
masterizacion spotify calidad audio calidad tidal amazon music apple music,2024-01-08,67.0,0,es
apple music deezer ambos hifi spotify maximo llegar serio mp3 320kbps,2024-03-28,0.0,1,es
spotify destruir audio cancion 320kps mp3 calidad,2024-01-07,0.0,0,es
bajar calidad escuchar musico calidad pagar aplicacion,2024-01-07,0.0,0,es
tio ayudar escuchar mezcla cancion original disfrutar musico calidad super util escucha regueton habrar diferenciar,2024-11-26,0.0,2,es
cambiar espanol xq poner ingl x q poner espanol cambiar,2024-02-06,0.0,0,es
spotify entrada bajo calidad compresion facil rapido reproduccion volumen significar calidad,2024-01-11,0.0,0,es
millon tidal conectar equipo audio alto calidad cosa sabrar conocer spotify,2024-01-08,0.0,2,es
alguien iphone escuchar audio tipo raro rapido ayuda,2024-04-29,0.0,0,es
tema calidad tidal mil vuelta personalizacion recomendacion quedar yo spotify,2024-01-13,0.0,2,es
colocar publicidad sonar spotify local,2024-11-15,0.0,1,es
aparecer opcion traduccion,2024-01-13,0.0,1,es
notado spotify bajado calidad salida justo vo decir suenir rara cancion,2024-01-20,0.0,0,es
usar apple music escuchar spotify,2024-01-08,0.0,0,es
alguien reproducir musico jajaja esque pasar,2024-02-21,0.0,0,es
dar informacion android,2024-01-07,1.0,0,es
apple music calidad audio,2024-01-07,41.0,2,es
ee q premium,2024-01-12,0.0,1,es
estser escuchar cancion pase tendra ajustado volumen tiempo,2024-01-08,28.0,1,es
pasar playlists spotify app apple music,2024-01-12,0.0,1,es
paga algun servicio audio hires comprar dac audifono marca reconocido,2024-01-07,2.0,1,es
semana puse spotify auto sorpresa oiir super bajito t traia volumen telefono auto max,2024-01-08,2.0,0,es
spotify calidad hifi unico repertorio quedar tidal apple music,2024-01-10,0.0,1,es
mudir yt music escuchar calidad,2024-01-11,0.0,2,es
sonar lamentablemente alto calidad fidelidad experto escuchar diferencia,2024-01-07,5.0,0,es
querer calidad audio tidal,2024-01-08,7.0,2,es
gracias man seguidor,2024-01-12,3.0,2,es
gracias cambiar,2024-03-08,0.0,1,es
usen aplicacion calidad audio mp3 320kps,2024-01-18,0.0,1,es
chigar audifono configuracion,2024-01-22,0.0,0,es
trebel algun tip bro,2024-08-22,0.0,1,es
configuracion recomendaria ecualizador bro,2024-01-07,10.0,1,es
spotify activar disfruto musico podcast escuchar,2024-01-07,0.0,2,es
q version spotify q,2024-01-07,1.0,1,es
entro playtist dejar escuchar musico guardada musico,2024-02-24,0.0,0,es
simplemente tidal,2024-04-04,0.0,2,es
perron escuchar gracias bro,2024-01-13,22.0,2,es
cantidad reprodujir cancion,2024-03-04,0.0,1,es
spotify calidad regular escuchar diferencia qobuz tidal apple music deezer,2024-01-07,15.0,1,es
notar diferencia gracias,2024-01-11,0.0,2,es
sonar canon,2024-01-12,0.0,1,es
gracia sonar muchisimo,2024-01-12,0.0,2,es
gracias funcionar gusto,2024-01-11,0.0,2,es
escuchar cancion,2024-01-25,0.0,1,es
escuchar fuerte,2024-01-06,43.0,2,es
youtube youtube music poder pagar el junto,2023-07-25,5.0,1,es
qobuz calidad tidal ganar variedad cancion alto calidad tidal,2023-02-07,4.0,2,es
cancion recomienda escuchar alto calidad,2023-02-07,0.0,1,es
usandolo 5 ano funcionar sacar apuro cancion especifico llegar pedir sonido variable,2023-02-07,1.0,1,es
tidal obligatorio audifono hifi,2022-07-08,136.0,1,es
tidal recomendable tengar dispositivo logre reproducir calidad musico ofrecer tidal,2022-07-10,0.0,0,es
tidal deezer calidad audio,2023-03-01,0.0,1,es
you tube premiun vincular alexa,2024-02-21,1.0,0,es
probar caso servicio deber spotify youtube unico gustar tidal nivel calidad,2022-08-12,0.0,2,es
pobre tidal spotify calidad audio maxima note practicamente diferencia calidad aparte audio sonar,2022-07-09,2.0,0,es
tidal calidad audio prometer escucha musico inalambricamente,2024-03-12,0.0,0,es
amazon music cancion jajajajo,2022-07-09,0.0,0,es
buscar calidad audio mes pagar tidal encantado app yt musico chulada,2022-07-08,1.0,2,es
spotify tidal calidad sonido sony xm4 locura cambio,2022-07-10,1.0,2,es
spotify tiempo mes gratis barato descontar estudiante,2022-07-09,3.0,2,es
actualmente utilizo spotify recomendariar cambiar youtube premium,2022-07-21,1.0,1,es
usuario comun yt music spotify usuario preferencia calidad audio tidal,2022-07-15,1.0,1,es
confirmar yt music agrado enorme biblioteca musico,2022-07-08,1087.0,2,es
faltar qobuz calidad qobuz superior tidal apple music defender pondriar par tidal,2022-07-15,1.0,2,es
spotify descuento pa estudiante automaticamente ganar spotify,2022-07-08,29.0,2,es
ecosistema apple funcionar apple music,2022-07-08,282.0,2,es
usar deezer gustar interfaz mes pidiir pago empecir probar dema,2022-07-16,1.0,1,es
youtube music premium,2022-07-09,66.0,2,es
pondrio amazon interfaz horrible lleno bugs pondrio lugar deezer equilibrado calidad interfaz,2022-07-09,11.0,0,es
tidal sentir app cerrado 5 mes letra cancion agrado servir,2022-07-10,0.0,2,es
apple music 50 pesos 8 ano apple solucionar error,2022-07-08,3.0,0,es
youtube music spotify calidad audio,2022-07-12,1.0,1,es
amar apple music minimalista,2022-07-09,3.0,2,es
pagar yt premium usar music deber probar el spotify compatibilidad plataforma hardware,2022-07-08,53.0,1,es
trebel escuchar musico descargastar tener internet parecer,2022-07-09,1.0,1,es
deezer gusto muchisimo pesar cancion hifi,2023-09-20,0.0,1,es
empecir youtube music recomendacion spotify,2022-07-09,4.0,2,es
deezer hifi 100 recomendado,2022-07-08,29.0,2,es
4 realmente spotify youtube music catalogo algoritmo quedar corto spotify,2022-07-15,1.0,1,es
personal favorito spotify comodo bonito interfaz barato uu,2022-07-08,2.0,2,es
unico yt music biblioteca inmenso preferir deezer spotify apple music,2022-09-05,0.0,2,es
pon premium youtube spotify premium yt premium poder video anuncio musico aparte costar,2022-07-15,3.0,2,es
youtube music yt anuncio,2022-07-15,13.0,2,es
encantar spotify conquistar youtube plan premium resena,2022-07-08,226.0,2,es
calidad audio,2022-07-17,0.0,1,es
escuchar musico usar apple music interfaz spotify amir enganchar,2022-07-09,1.0,1,es
amazon music miembro cancion tiempo mes gratis,2022-07-09,0.0,2,es
trevel necesitar,2022-07-09,22.0,0,es
mixcloud maravillosa recien descubri semana genialsolo mix hora,2022-07-08,1.0,2,es
youtube music salir musico apagar cel tener pagar funcion,2022-07-09,1.0,0,es
youtube venced good gratis3,2022-07-17,0.0,2,es
auricular usaste prueba,2022-07-08,1.0,1,es
venir confirmar yt music ir numero,2024-01-15,1.0,1,es
socio creer lista reproduccion serie video,2022-07-08,1.0,1,es
spotify favorito compatibilidad dispositivo,2022-07-09,9.0,2,es
normalmente escucho musico jugar videojuego juego consola preferir spotify compatibilidad,2022-07-08,2.0,1,es
apple music seguir tener pagar 8 mes,2022-07-12,1.0,1,es
applemusic calidad audio precio comun servicio tidal youtube,2022-07-15,1.0,2,es
amazon music mejorar calidad inteefaz renovado amigable arreglar muchisir bugs dolby atmos delicia,2022-07-29,0.0,2,es
amazon music good bug descarga spotify,2022-07-09,0.0,0,es
calidad audio gratis seriar,2024-09-18,0.0,1,es
encantar apple music catalogo youtube music bellisimo,2023-01-10,0.0,2,es
encantar video utilizo esound mes aco app super,2022-07-09,2.0,2,es
amar apple music,2022-08-31,0.0,2,es
ami encantar spotify calidad apple music lowless dolby atmo maravilla,2022-07-09,9.0,2,es
no el preferir descargar musico escucho app musica xiaomi soundcloud gustar vrd,2022-07-09,3.0,1,es
youtube music estar play xbox cambiar c,2022-07-21,1.0,0,es
neta youtube music diria tidal xq mejor descubrimiento calidad,2022-07-09,1.0,2,es
apple music airpods pro cancelacion ruido audio espacial locura serio fan audio recomendable,2022-07-19,0.0,2,es
persona escucha musico ocasionalmente yt music aparte quitar anuncio 30 pesos mes,2022-07-09,5.0,2,es
caro pagar hablaste rapido,2022-07-11,6.0,0,es
youtube music literalmente catalogo youtube tener ventaja obtener youtube anuncio jajo,2022-07-20,1.0,2,es
quedar apple music,2022-07-09,1.0,1,es
personal recomeir youtube premium beneficio extra traer musico,2022-07-09,8.0,2,es
excelente trabajo amigo,2022-07-08,9.0,2,es
mmm difiero dejastar calidad dejaria spotify cuarto lugar calidad,2023-08-24,0.0,0,es
confirmar recomendacion yt music exactamente estilo musica muucha cancion old encontrar servicio,2022-07-15,4.0,1,es
youtube music god,2022-07-17,0.0,2,es
empecir youtube music 3 mes gratis pensar volver spotify,2022-07-15,1.0,1,es
youtube music spotify compatible,2022-07-10,1.0,2,es
buscar reproductor ver estetico musico variado ej kpop spotify,2023-07-22,0.0,1,es
youtubar tener audio master serio ultra god,2022-07-09,108.0,1,es
pasar aplicacion confirmar top 1 ytm,2022-07-09,2.0,1,es
amazon tema compatibilidad alexa calidad audio,2022-07-08,1.0,2,es
calidad audio dirio apple music tecnologia dolby atmos audio lossless,2022-07-17,0.0,1,es
nah apple music opinion,2022-07-15,0.0,2,es
spotify apple music mejor gusto amazon tercer lugar youtube alto calidad musica,2022-07-13,0.0,2,es
apple music pedir dema,2022-07-10,0.0,1,es
apple music calificacion,2022-07-09,0.0,1,es
nahhh apple music superior calidad precio,2022-07-08,0.0,2,es
trebel funcionar maravilla musico,2022-08-01,0.0,2,es
trebel music parecer interfaz sencillo,2022-07-16,0.0,1,es
usando el dato gastar dato movil,2022-11-16,0.0,1,es
dio probar tidal audio loco video,2022-09-20,0.0,2,es
amigo haz casa calidad seriar objetivo,2022-09-03,0.0,1,es
estar usar spotify 4 ano querer cambiar probar youtube music gusto momento usar apple encantar,2022-09-01,0.0,1,es
youtube music,2022-08-30,0.0,1,es
youtube music genial gustar diseno,2022-08-25,0.0,0,es
youtube music 1 barato 2 calidad sonido 3 youtube normal anuncio 4 50 varo mes estudiambre pedir,2022-08-05,0.0,2,es
opina soundcloud,2022-07-31,0.0,1,es
encantar soundcloud recomeir,2022-07-25,0.0,2,es
utilizo pandoro,2022-07-21,0.0,1,es
treble anuncio cancion descargar musico,2022-07-20,0.0,2,es
pasar dezeer hifi regresar spotify ytmusic notar diferencia calidad audio,2022-07-17,0.0,1,es
traer opcion modificar playlist cosa spotify pasar cancion xd,2022-07-17,0.0,0,es
falto huawei music consumir huawei tomar,2022-07-17,0.0,0,es
recomeir soundcloud joya recomendar,2022-07-16,0.0,2,es
gustar spotify lista recomendacion,2022-07-16,0.0,2,es
wtfff parecer monton inaki godoy,2022-07-16,0.0,1,es
yt music eterno infravalorado decir demas malo menospreciar,2022-07-16,0.0,0,es
apple musico,2022-07-16,0.0,2,es
odio spotify unico termino volver experiencia usuario ano dato poner,2022-07-15,0.0,2,es
credencial estudiante yoube salir 70 pesos incluir youtube premium,2022-07-15,0.0,1,es
musico amazon calidad aparte prime gratis prime pagar,2022-07-15,0.0,2,es
esperar tipo respuesta,2022-07-15,0.0,1,es
faltar qobuz calidad audio diferencia,2022-07-16,0.0,2,es
llevar ano dejar spotify uni youtube premium mejor decision,2022-07-16,0.0,2,es
youtube music,2022-07-15,0.0,2,es
querer encontrar mejor cancion mundo,2022-07-15,0.0,2,es
deezer calidad,2022-07-15,0.0,2,es
sisi ocupar yt music q,2022-07-15,0.0,1,es
tidal precio oferta 3 mes 20 pesos,2022-07-15,0.0,1,es
youtube music perfecto pc adblock,2022-07-14,0.0,2,es
spotify comoda encontrar contar conocer,2022-07-12,0.0,2,es
youtube music vanced xd,2022-07-12,0.0,2,es
fiel usuario spotify yt music superior super recomendado,2022-07-12,0.0,2,es
spotify sonido recomendacion poder tener el dispositivo etc,2022-07-10,0.0,2,es
descargar musico tener el memoria 3 20 gb musico,2022-07-10,0.0,2,es
lista reproduccion spotify 1 mil cancion traslado ytmusic,2022-07-10,0.0,1,es
espotify algoritmo,2022-07-10,0.0,2,es
conocer demas spotify feliz,2022-07-10,0.0,2,es
esound tener spotidy premium xd,2022-07-10,0.0,1,es
yt music facilidad buscar musico spotify good,2022-07-09,0.0,2,es
unico faltar trabal biblioteca,2022-07-09,0.0,1,es
parecido soundcloud escuchar timmi xxxtentacion encontrar facil youtube escuchar shiloh dynasty,2024-01-26,109.0,1,es
descargar musico souncloud,2024-01-31,1.0,1,es
sptyfy hakeado premiun propaganda musico realista,2024-01-24,80.0,1,es
holar amigo dj productor sueno musico invitar escuchar cancion soundcloud gracias apoyo,2024-08-16,2.0,2,es
hola pregunta suscrito plan go descargar musico almacenar el tlf pasar el pendrive gracias,2023-08-12,13.0,1,es
faltar mencionar lorde lil nas x charlie puth,2023-09-26,14.0,1,es
gustar gratis,2024-10-21,0.0,2,es
escuchar internet,2024-05-04,1.0,1,es
dejar subir musico,2023-11-09,2.0,0,es
ano naci bendicion,2023-11-28,5.0,1,es
mencionastar lorde lil nas x,2023-09-26,2.0,0,es
descargar ano comprendio entendiar wey entendi volverir descargar aplicacion favorita encontrar musica,2024-10-21,0.0,2,es
escuchar musico internt,2024-08-28,1.0,1,es
soundcloud quitar 2 cuenta descaradamente acabar perder perfil 159 seguidor 4 cancion tenio 1500 likes perdid,2024-09-17,0.0,0,es
escuchar temita soundclaud llamar ayer,2024-08-20,0.0,2,es
descarguir pais disponible musica horrible,2024-08-15,0.0,0,es
dejar escuchar cancion,2024-10-03,3.0,0,es
usuario ocaber descargar freir releas mix subo hearthisat,2024-01-21,1.0,1,es
dj q valoro adquirir musico alto calidad gratuito,2024-01-15,6.0,2,es
acar argentina caro termina pagar 12 dolar impuesto cosa,2024-01-16,1.0,0,es
2024 offline,2024-01-15,1.0,0,es
fuente descubrimiento musica electronico,2024-01-15,5.0,2,es
par lista porfa,2024-06-16,176.0,1,es
querer llegar fallo playlist,2024-12-02,1.0,2,es
querer lista audio triline,2024-06-17,1.0,1,es
pasen playlist,2024-06-11,9.0,1,es
encuentro spotify busque soundcloud encontre,2024-05-28,482.0,1,es
motivacion murio disciplina resucita,2024-06-26,0.0,1,es
llamar audio llor,2024-10-25,0.0,1,es
pregunta amigo pasar playlist disculpa aguir video encontrar playlist,2024-06-19,2.0,1,es
recomeir playlist tener audio distinto gustar,2024-07-06,2.0,2,es
alguien pasar playlist,2024-06-11,47.0,1,es
playlist descargadotambien dato,2024-06-11,2.0,1,es
necesitar disciplina motivacion,2024-06-11,940.0,1,es
malo internet,2024-06-05,130.0,0,es
sal cabeza sal cabeza sal cabeza sal cabeza real,2024-06-12,1.0,1,es
real madrid,2024-06-09,2.0,0,es
necesita internet aplicacion,2024-09-14,0.0,0,es
llegar escuchar tipo cancion decir estir tengan mensaje enserio deber normal tocaste fondo cosa,2024-06-13,2.0,0,es
real voz dejar paz buscar spotify,2024-08-06,0.0,0,es
realahora escuchar voz,2024-05-26,100.0,1,es
edad dejar edad,2024-06-09,5.0,1,es
escuchar poner spotify oro dato,2024-06-13,1.0,1,es
playlist palabra motivadora gym soundcloud,2024-07-24,0.0,1,es
pasar playlist,2024-06-14,6.0,1,es
bro vdd querer destruir escuchar audio nesesito dejes soundcloud,2024-07-05,1.0,0,es
bro real,2024-06-12,5.0,1,es
triste salir voz duende,2024-06-12,2.0,1,es
pasar playlist,2024-06-15,0.0,1,es
pasar namir playlist app,2024-05-26,17.0,1,es
par link directamente playlist,2024-06-17,1.0,1,es
alguien pasar,2024-06-12,2.0,1,es
real relacion vida feliz mundo,2024-08-05,0.0,2,es
lista reproduccion jugar fifa xd,2024-06-13,0.0,1,es
playlist spotify,2024-06-18,0.0,1,es
par pleyli,2024-06-17,2.0,1,es
realsolo audifono mundo,2024-06-14,7.0,1,es
mejor playlists creer aguantir cancion corte eye of tiger,2024-06-05,1.0,1,es
pasar nombre bro,2024-05-26,1.0,0,es
necesitar lista bro,2024-08-22,0.0,1,es
na cai deprecion,2024-11-05,0.0,0,es
q app aparecer,2024-06-11,0.0,1,es
tipo playlist,2024-10-28,0.0,1,es
nombre bro playlists,2024-08-11,1.0,1,es
pasar fa,2024-06-16,2.0,1,es
yyyyyyyy supero 400 cancion youtube tener,2024-06-15,0.0,1,es
lista d reproduccion go,2024-06-14,0.0,1,es
literalmente playlist,2024-06-16,0.0,1,es
alguien playlist amazon music,2024-08-16,0.0,1,es
playlist necesitar llegar fallo,2024-06-11,4.0,2,es
as aparezcar frase,2024-06-15,0.0,0,es
encontrar pasar link porfa,2024-08-06,1.0,1,es
primero salir bro,2024-06-12,3.0,1,es
gracias entrenar,2024-05-27,2.0,2,es
namir aplicacion,2024-07-02,0.0,1,es
gracia hermano,2024-07-13,1.0,2,es
querer playlist,2024-06-14,0.0,1,es
audio gracia compartir,2024-06-18,1.0,2,es
pasariar playlists,2024-06-14,0.0,1,es
gracias lista bro,2024-07-26,1.0,2,es
pasar porfa,2024-09-26,0.0,1,es
uf bro gracias,2024-06-21,1.0,2,es
literal escuchar diariir,2024-06-18,1.0,0,es
gracias bro,2024-06-15,1.0,0,es
as pleili,2024-06-13,1.0,1,es
aplicacion gratis,2024-10-22,0.0,1,es
ay dios,2024-10-19,0.0,1,es
bro pasar porfa,2024-08-21,0.0,1,es
